24145,6500200,單 113號以下,odd;<NUMBER:113
24162,6500200,單 115號至 237號,odd;~NUMBER:115:237
24156,6500200,單 239號以上,odd;>NUMBER:239
24145,6500200,雙  92號以下,even;<NUMBER:92
24162,6500200,雙  94號至 222號,even;~NUMBER:94:222
24156,6500200,雙 224號以上,even;>NUMBER:224
