60045,1002001,單 439號以下,odd;<NUMBER:439
60045,1002002,單 441號以上,odd;>NUMBER:441
60045,1002001,雙 450號以下,even;<NUMBER:450
60045,1002002,雙 452號以上,even;>NUMBER:452
