10843,6300700,單  35號以下,odd;<NUMBER:35
10845,6300700,單  37號至  85號,odd;~NUMBER:37:85
10849,6300700,單  87號至 161號,odd;~NUMBER:87:161
10852,6300700,單 163號以上,odd;>NUMBER:163
10843,6300700,雙  38號以下,even;<NUMBER:38
10847,6300700,雙  40號至  56號,even;~NUMBER:40:56
10845,6300700,雙  58號至 134號,even;~NUMBER:58:134
10848,6300700,雙 136號至 214號,even;~NUMBER:136:214
10852,6300700,雙 216號至 378號,even;~NUMBER:216:378
10855,6300700,雙 380號至 382號,even;~NUMBER:380:382
