80049,6400600,單  77號以下,odd;<NUMBER:77
80049,6400600,雙  72號以下,even;<NUMBER:72
80147,6400700,單  79號至 261號,odd;~NUMBER:79:261
80147,6400700,雙  74號至 264號,even;~NUMBER:74:264
80347,6400100,單 263號以上,odd;>NUMBER:263
80347,6400100,雙 266號以上,even;>NUMBER:266
