81149,6400400,單  73號以下,odd;<NUMBER:73
81148,6400400,單  91巷至 153號,odd;~LANE:91:153
81149,6400400,雙  96號以下,even;<NUMBER:96
81148,6400400,雙 112號至 242號,even;~NUMBER:112:242
