24256,6500500,單  13號以下,odd;<NUMBER:13
24261,6500500,單  15號以上,odd;>NUMBER:15
24256,6500500,雙  40號以下,even;<NUMBER:40
24261,6500500,雙  42號以上,even;>NUMBER:42
