70244,6703300,單 589號以下,odd;<NUMBER:589
70251,6703300,單 591號以上,odd;>NUMBER:591
70244,6703300,雙 580號以下,even;<NUMBER:580
70251,6703300,雙 582號以上,even;>NUMBER:582
