41148,6602700,單 699號以下,odd;<NUMBER:699
41164,6602700,單 701號至 805號,odd;~NUMBER:701:805
41149,6602700,單 807號以上,odd;>NUMBER:807
41148,6602700,雙 830號以下,even;<NUMBER:830
41164,6602700,雙 832號至 950號,even;~NUMBER:832:950
41149,6602700,雙 952號以上,even;>NUMBER:952
