97791,1001508,單  29號以下,odd;<NUMBER:29
97792,1001508,單  31號至 141號,odd;~NUMBER:31:141
97791,1001508,雙  62號以下,even;<NUMBER:62
97792,1001508,雙  64號至 168號,even;~NUMBER:64:168
