41470,6602300,單 593號以下,odd;<NUMBER:593
41460,6602300,單 599號至 967號,odd;~NUMBER:599:967
41459,6602300,單 971號至1031號,odd;~NUMBER:971:1031
41449,6602300,單1035號至1123號,odd;~NUMBER:1035:1123
41470,6602300,雙 702號以下,even;<NUMBER:702
41460,6602300,雙 708號至 918號,even;~NUMBER:708:918
41459,6602300,雙 930號至1072號,even;~NUMBER:930:1072
41449,6602300,雙1076號至1166號,even;~NUMBER:1076:1166
