24441,6501700,單  77號以下,odd;<NUMBER:77
24442,6501700,單  79號至 123號,odd;~NUMBER:79:123
24441,6501700,雙  16號以下,even;<NUMBER:16
24442,6501700,雙  18號至  94號,even;~NUMBER:18:94
