26561,1000202,單  85號以下,odd;<NUMBER:85
26541,1000202,單  87號以上,odd;>NUMBER:87
26561,1000202,雙  60號以下,even;<NUMBER:60
26541,1000202,雙  62號以上,even;>NUMBER:62
