30041,1001801,單 167號以下,odd;<NUMBER:167
30041,1001802,單 169號以上,odd;>NUMBER:169
30041,1001801,雙 192號以下,even;<NUMBER:192
30041,1001802,雙 194號以上,even;>NUMBER:194
