10358,6300600,單  17號以下,odd;<NUMBER:17
10348,6300600,單  19號以上,odd;>NUMBER:19
10358,6300600,雙  10號以下,even;<NUMBER:10
10346,6300600,雙  12號至  60號,even;~NUMBER:12:60
10348,6300600,雙  62號以上,even;>NUMBER:62
