40151,6600200,單 111號以下,odd;<NUMBER:111
40147,6600200,單 113號至 527號,odd;~NUMBER:113:527
40151,6600200,雙 124號以下,even;<NUMBER:124
40147,6600200,雙 126號至 590號,even;~NUMBER:126:590
41169,6602700,單 599號至 627號,odd;~NUMBER:599:627
41169,6602700,雙 600號至 616號,even;~NUMBER:600:616
