22246,6501800,單  27號以下,odd;<NUMBER:27
22245,6501800,單  29號以上,odd;>NUMBER:29
22246,6501800,雙  60號以下,even;<NUMBER:60
22245,6501800,雙  62號以上,even;>NUMBER:62
