40764,6600600,　  62號,=NUMBER:62
40764,6600600,　  82號,=NUMBER:82
43449,6602500,單全,odd
43449,6602500,雙  60號以下,even;<NUMBER:60
43449,6602500,雙  64號至  80號,even;~NUMBER:64:80
43449,6602500,雙  84號以上,even;>NUMBER:84
