71056,6703100,單  65號以下,odd;<NUMBER:65
71085,6703100,單  67號以上,odd;>NUMBER:67
71056,6703100,雙   6號至  34號,even;~NUMBER:6:34
71085,6703100,雙  56號至 100號,even;~NUMBER:56:100
