32643,6800400,單 317號以下,odd;<NUMBER:317
32645,6800400,單 319號以上,odd;>NUMBER:319
32643,6800400,雙 310號以下,even;<NUMBER:310
32645,6800400,雙 312巷以上,even;>LANE:312
