72641,6701300,單  43號以下,odd;<NUMBER:43
72643,6701300,單  45號至  87號,odd;~NUMBER:45:87
72641,6701300,雙  62之   1號以下,even;<NUMBER:62之1
72643,6701300,雙  68號至  90號,even;~NUMBER:68:90
