11162,6301100,單 359號以下,odd;<NUMBER:359
11160,6301100,單 361號以上,odd;>NUMBER:361
11166,6301100,雙  40號以下,even;<NUMBER:40
11162,6301100,雙  42號至 180號,even;~NUMBER:42:180
11163,6301100,雙 190號至 300號,even;~NUMBER:190:300
11160,6301100,雙 350號以上,even;>NUMBER:350
