81278,6401100,單  21號以下,odd;<NUMBER:21
81271,6401100,單  23號以上,odd;>NUMBER:23
81278,6401100,雙  14號以下,even;<NUMBER:14
81271,6401100,雙  16號以上,even;>NUMBER:16
