10048,6300500,單  27號以下,1段;odd;<27號
10048,6300500,雙  18號以下,1段;even;<18號
10042,6300500,雙  20號以上,1段;even;>20號
10846,6300700,單  95號以下,2段;odd;<95號
10845,6300700,單  97號至 167號,2段;odd;97號~167號
10847,6300700,單 169號以上,2段;odd;>169號
10846,6300700,雙 104號以下,2段;even;<104號
10845,6300700,雙 106號至 136號,2段;even;106號~136號
10847,6300700,雙 138號以上,2段;even;>138號
