50955,1000705,單  87號以下,odd;<NUMBER:87
50941,1000705,單  89號以上,odd;>NUMBER:89
50955,1000705,雙  84號以下,even;<NUMBER:84
50941,1000705,雙  86號以上,even;>NUMBER:86
