60067,1002001,單 229號以下,odd;<NUMBER:229
60068,1002001,單 231號以上,odd;>NUMBER:231
60067,1002001,雙  96號以下,even;<NUMBER:96
60066,1002001,雙  98巷至 250號,even;~LANE:98:250
60067,1002001,雙 252號至 264號,even;~NUMBER:252:264
60068,1002001,雙 266號以上,even;>NUMBER:266
