60068,1002001,單  15號以下,odd;<NUMBER:15
60068,1002002,單  17號至  75號,odd;~NUMBER:17:75
60042,1002002,單  77號至 125號,odd;~NUMBER:77:125
60054,1002002,單 127號以上,odd;>NUMBER:127
60068,1002002,雙  80號以下,even;<NUMBER:80
60042,1002002,雙  82號至 140號,even;~NUMBER:82:140
60054,1002002,雙 142號以上,even;>NUMBER:142
