83055,6401200,單  65號以下,odd;<NUMBER:65
83065,6401200,單  67號以上,odd;>NUMBER:67
83055,6401200,雙  58號以下,even;<NUMBER:58
83065,6401200,雙  60號以上,even;>NUMBER:60
