97042,1001501,單 293號以下,odd;<NUMBER:293
97043,1001501,單 295號以上,odd;>NUMBER:295
97042,1001501,雙 298號以下,even;<NUMBER:298
97043,1001501,雙 300號以上,even;>NUMBER:300
