71845,6702900,單  31號以下,odd;<NUMBER:31
71846,6702900,單  33號以上,odd;>NUMBER:33
71845,6702900,雙  42號以下,even;<NUMBER:42
71846,6702900,雙  46號以上,even;>NUMBER:46
