97357,1001505,單  61號以下,odd;<NUMBER:61
97356,1001505,單  63號至  71號,odd;~NUMBER:63:71
97357,1001505,單  73號以上,odd;>NUMBER:73
97357,1001505,雙  68號以下,even;<NUMBER:68
97356,1001505,雙  70號至  72號,even;~NUMBER:70:72
97357,1001505,雙  74號以上,even;>NUMBER:74
