72641,6701300,單 165號以下,odd;<NUMBER:165
72643,6701300,單 167號至 255號,odd;~NUMBER:167:255
72641,6701300,雙 172號以下,even;<NUMBER:172
72643,6701300,雙 180號至 260號,even;~NUMBER:180:260
