82049,6401900,單  87號以下,odd;<NUMBER:87
82042,6401900,單  99號至 137號,odd;~NUMBER:99:137
82049,6401900,雙  70號以下,even;<NUMBER:70
82042,6401900,雙  72號至 110號,even;~NUMBER:72:110
