20642,1001702,單  77號以下,odd;<NUMBER:77
20643,1001702,單  79號以上,odd;>NUMBER:79
20642,1001702,雙 120號以下,even;<NUMBER:120
20643,1001702,雙 122號以上,even;>NUMBER:122
