10051,6300500,單  15號以下,odd;<NUMBER:15
10051,6300500,雙  12號以下,even;<NUMBER:12
10441,6300400,單  17號以上,odd;>NUMBER:17
10441,6300400,雙  14號以上,even;>NUMBER:14
