42061,6600900,單 407號以下,odd;<NUMBER:407
42057,6600900,單 409號以上,odd;>NUMBER:409
42061,6600900,雙 358之   4號以下,even;<NUMBER:358之4
42077,6600900,雙 410號至 718號,even;~NUMBER:410:718
