23449,6500400,單  75號以下,odd;<NUMBER:75
23449,6500400,　  77巷單全,odd;=:77巷
23449,6500400,　  77巷雙全,even;=LANE:77
23449,6500400,單  79號至  91號,odd;~NUMBER:79:91
23449,6500400,單  93號至 139號,odd;~NUMBER:93:139
23450,6500400,單 141號以上,odd;>NUMBER:141
23449,6500400,雙 176號以下,even;<NUMBER:176
23450,6500400,雙 178號以上,even;>NUMBER:178
