80146,6400700,單  83號以下,odd;<NUMBER:83
80146,6400700,雙 100號以下,even;<NUMBER:100
80248,6400800,單  85號以上,odd;>NUMBER:85
80248,6400800,雙 102號以上,even;>NUMBER:102
