83080,6401200,單 255號以下,odd;<NUMBER:255
83075,6401200,單 257號以上,odd;>NUMBER:257
83080,6401200,雙 284號以下,even;<NUMBER:284
83075,6401200,雙 286號至 576號,even;~NUMBER:286:576
83075,6401200,雙 578號以上,even;>NUMBER:578
