91343,1001305,單 499號以下,odd;<NUMBER:499
91349,1001305,單 501巷至 669號,odd;~LANE:501:669
91342,1001305,單 671號以上,odd;>NUMBER:671
91343,1001305,雙 460號以下,even;<NUMBER:460
91349,1001305,雙 462號至 720號,even;~NUMBER:462:720
91342,1001305,雙 722號以上,even;>NUMBER:722
