71844,6702900,單 123號以下,odd;<NUMBER:123
71845,6702900,單 125號至 263號,odd;~NUMBER:125:263
71842,6702900,單 265號以上,odd;>NUMBER:265
71844,6702900,雙 136號以下,even;<NUMBER:136
71845,6702900,雙 138號至 410號,even;~NUMBER:138:410
71842,6702900,雙 412號以上,even;>NUMBER:412
