22168,6501100,單 211號以下,odd;<NUMBER:211
22171,6501100,單 213號以上,odd;>NUMBER:213
22168,6501100,雙 188號以下,even;<NUMBER:188
22171,6501100,雙 190號以上,even;>NUMBER:190
