40356,6600400,連  56號以下,<NUMBER:56
40861,6600700,單 109巷至 475號,odd;~LANE:109:475
40867,6600700,單 533號至 615號,odd;~NUMBER:533:615
40874,6600700,單 627號以上,odd;>NUMBER:627
40861,6600700,雙 100號至 498號,even;~NUMBER:100:498
40867,6600700,雙 578號至 616號,even;~NUMBER:578:616
40874,6600700,雙 626號至 654號,even;~NUMBER:626:654
40844,6600700,雙 680號以上,even;>NUMBER:680
