40757,6600600,單  39號以下,odd;<NUMBER:39
40755,6600600,單  67號以上,odd;>NUMBER:67
40757,6600600,雙  30號以下,even;<NUMBER:30
40755,6600600,雙  32號以上,even;>NUMBER:32
43443,6602500,單  53號以下,odd;<NUMBER:53
43450,6602500,單  55號以上,odd;>NUMBER:55
43443,6602500,雙  58號以下,even;<NUMBER:58
43450,6602500,雙  60號以上,even;>NUMBER:60
