26344,1000206,單  45號以下,odd;<NUMBER:45
26343,1000206,單 111號至 153號,odd;~NUMBER:111:153
26344,1000206,雙  28號以下,even;<NUMBER:28
26343,1000206,雙 116號至 160巷,even;~LANE:116:160
