91350,1001305,單 129號以下,odd;<NUMBER:129
91345,1001305,單 131號以上,odd;>NUMBER:131
91350,1001305,雙 130號以下,even;<NUMBER:130
91345,1001305,雙 132號以上,even;>NUMBER:132
