97145,1001504,全,all
97451,1001506,全,all
97642,1001507,全,all
97792,1001508,全,all
98141,1001503,單  41號以下,odd;<41號
98143,1001503,單  43號至  63號,odd;43號~63號
98141,1001503,雙  82號以下,even;<82號
98143,1001503,雙  86號至 110號,even;86號~110號
