43644,6601200,單  49號以下,odd;<NUMBER:49
43643,6601200,單  51號至 193號,odd;~NUMBER:51:193
43645,6601200,單 195號以上,odd;>NUMBER:195
43644,6601200,雙  50號以下,even;<NUMBER:50
43643,6601200,雙  52號至 198號,even;~NUMBER:52:198
43645,6601200,雙 200號以上,even;>NUMBER:200
