43750,6601100,單 375號以下,odd;<NUMBER:375
43752,6601100,單 377號以上,odd;>NUMBER:377
43750,6601100,雙 426號以下,even;<NUMBER:426
43752,6601100,雙 428號以上,even;>NUMBER:428
