23585,6500300,單  77號以下,odd;<NUMBER:77
23561,6500300,單  79號至 117號,odd;~NUMBER:79:117
23564,6500300,單 119號以上,odd;>NUMBER:119
23585,6500300,雙 154號以下,even;<NUMBER:154
23561,6500300,雙 156號至 216號,even;~NUMBER:156:216
23563,6500300,雙 218號以上,even;>NUMBER:218
