41278,6602800,單 229號以下,odd;<NUMBER:229
41279,6602800,單 231號至 859號,odd;~NUMBER:231:859
41262,6602800,單 861號以上,odd;>NUMBER:861
41278,6602800,雙 190號以下,even;<NUMBER:190
41279,6602800,雙 192號至 398號,even;~NUMBER:192:398
41282,6602800,雙 400號至 762號,even;~NUMBER:400:762
41262,6602800,雙 764號以上,even;>NUMBER:764
