70047,6703700,連  50號以下,<NUMBER:50
70052,6703700,單  51號至 185號,odd;~NUMBER:51:185
70049,6703700,單 187號至 197號,odd;~NUMBER:187:197
70052,6703700,單 199號至 275號,odd;~NUMBER:199:275
70051,6703700,單 277號至 377號,odd;~NUMBER:277:377
70052,6703700,雙  52號至 188號,even;~NUMBER:52:188
70049,6703700,雙 190號至 200號,even;~NUMBER:190:200
70052,6703700,雙 202號至 340號,even;~NUMBER:202:340
70248,6703300,單 379號以上,odd;>NUMBER:379
70248,6703300,雙 342號以上,even;>NUMBER:342
