40868,6600700,單 699號以下,odd;<NUMBER:699
40874,6600700,單 701號以上,odd;>NUMBER:701
40868,6600700,雙 700號以下,even;<NUMBER:700
40874,6600700,雙 702號至 880之   5號,even;~NUMBER:702:880之5
40844,6600700,雙 892號以上,even;>NUMBER:892
