71090,6703100,單  17號以下,odd;<NUMBER:17
71076,6703100,單  19號至 309號,odd;~NUMBER:19:309
71086,6703100,單 311號以上,odd;>NUMBER:311
71076,6703100,雙 368號以下,even;<NUMBER:368
71086,6703100,雙 386號以上,even;>NUMBER:386
