80658,6400900,單 469號以下,odd;<NUMBER:469
80655,6400900,單 555號以上,odd;>NUMBER:555
80661,6400900,雙   6號至   8號,even;~NUMBER:6:8
80661,6400900,雙  40號至 376號,even;~NUMBER:40:376
80654,6400900,雙 378號至 648號,even;~NUMBER:378:648
