70046,6703700,單  27號以下,odd;<NUMBER:27
70044,6703700,單  29號至 131號,odd;~NUMBER:29:131
70043,6703700,單 133號至 157號,odd;~NUMBER:133:157
70046,6703700,雙  22號以下,even;<NUMBER:22
70044,6703700,雙  24號至 102號,even;~NUMBER:24:102
