97074,1001501,單 163號以下,odd;<NUMBER:163
97071,1001501,單 165號以上,odd;>NUMBER:165
97074,1001501,雙 196號以下,even;<NUMBER:196
97071,1001501,雙 198號以上,even;>NUMBER:198
