40149,6600200,單 107號以下,odd;<NUMBER:107
40148,6600200,單 109號以上,odd;>NUMBER:109
40149,6600200,雙 110號以下,even;<NUMBER:110
40148,6600200,雙 112號以上,even;>NUMBER:112
