40744,6600600,單 113號以下,odd;<NUMBER:113
40760,6600600,單 151巷至 169號,odd;~LANE:151:169
40744,6600600,雙  60號至 122號,even;~NUMBER:60:122
40760,6600600,雙 168巷至 176號,even;~LANE:168:176
