43743,6601100,全,all
43953,6602200,單 525號至 845號,odd;~NUMBER:525:845
43954,6602200,單 847號至 851號,odd;~NUMBER:847:851
43963,6602200,單 853號以上,odd;>NUMBER:853
43953,6602200,雙 452巷至 802號,even;~LANE:452:802
43954,6602200,雙 820號至 928號,even;~NUMBER:820:928
43963,6602200,雙 930號以上,even;>NUMBER:930
