43646,6601200,單  61號以下,odd;<NUMBER:61
43651,6601200,單  63號至 213號,odd;~NUMBER:63:213
43648,6601200,單 215號以上,odd;>NUMBER:215
43646,6601200,雙  40號以下,even;<NUMBER:40
43651,6601200,雙  42號至 202號,even;~NUMBER:42:202
43648,6601200,雙 204號以上,even;>NUMBER:204
