70058,6703700,單 245號以下,odd;<NUMBER:245
70058,6703700,雙 202號以下,even;<NUMBER:202
70459,6703400,單 257號以上,odd;>NUMBER:257
70454,6703400,雙 204號至 546號,even;~NUMBER:204:546
70451,6703400,雙 548號以上,even;>NUMBER:548
71755,6702700,全,=SECTION:1;all
71754,6702700,全,=SECTION:2;all
