64867,1000904,單 123號以下,odd;<NUMBER:123
64866,1000904,單 125號至 173號,odd;~NUMBER:125:173
64853,1000904,單 175號以上,odd;>NUMBER:175
64867,1000904,雙  76號以下,even;<NUMBER:76
64866,1000904,雙  78號至 174號,even;~NUMBER:78:174
64853,1000904,雙 176號以上,even;>NUMBER:176
