33847,6800500,單  39號以下,odd;<NUMBER:39
33857,6800500,單  41號至  83號,odd;~NUMBER:41:83
33862,6800500,單  85號以上,odd;>NUMBER:85
33847,6800500,雙  32號以下,even;<NUMBER:32
33862,6800500,雙  34號至  40號,even;~NUMBER:34:40
33857,6800500,雙  42號至  78號,even;~NUMBER:42:78
33862,6800500,雙  80號以上,even;>NUMBER:80
