92048,1001302,單 133號以下,odd;<NUMBER:133
92049,1001302,單 135號以上,odd;>NUMBER:135
92048,1001302,雙 114號以下,even;<NUMBER:114
92049,1001302,雙 116號以上,even;>NUMBER:116
